Word	Val_N	Val_M	Val_SD	Ar_N	Ar_M	Ar_SD	Con_N	Con_M	Con_SD	length	Cluster	Freq	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	Avrg_Cosine
Gelassenheit	26	7.69	2.19	31	1.74	1.73	27	5.78	2.75	12	1	49693	Geduld	622	3389.01715539728	Zuversicht	303	1848.81969278608	Ding	599	1807.94740226128	Humor	345	1646.44316336064	Entspannung	282	1387.34080150865	Freude	372	1281.42830119396	Umgang	290	949.691338525748	Frieden	236	858.133041703262	Vertrauen	197	684.000743719817	Kraft	268	666.879750244134	0.952934665157439
Rang	21	4.62	1.53	18	3.67	2.77	21	4.19	3.46	4	1	306861	Name	6734	22620.6719632277	Punkt	2363	5713.31907849721	Tabelle	576	1692.22324085375	Platz	1149	1656.49370417212	Sprung	376	1118.1273109489	Sekunde	393	737.94057215027	Meter	481	724.840200376136	Rang	282	662.539855042266	Rennen	303	662.312992720032	Auszeichnung	209	512.285439413438	0.8507010690080918
Angebot	26	6.27	2.15	23	4.57	2.73	18	4.22	2.29	7	4	1989073	Selbstbewusstsein	6734	27137.1193334135	Nutzung	3835	7984.11150207449	Dienstleistung	2988	7463.04852940071	Information	5941	7166.90241093546	Produkt	4251	5602.44023409518	Kind	8342	5135.52982605493	Bereich	5221	4810.52090360561	Qualität	3369	4796.25036818031	Leistung	3744	4178.32422817214	Preis	3756	4127.29061524037	0.9300060939749587
Wendung	26	5.54	1.98	31	4.16	2.67	16	3.81	2.48	7	1	64984	Wort	685	1759.74093480447	Geschichte	524	1172.89982550077	Schicksal	228	836.087093761967	Ereignis	231	667.786509308959	Leben	394	577.334606996041	Grad	186	529.384900271864	Handlung	170	507.14628871251	Schluss	189	500.975898057377	Ding	261	485.208208569329	Ausdruck	142	357.45874676265	0.9427442342145484
Ferne	26	6.08	2.31	16	5.56	3.08	24	5.92	2.81	5	4	114749	Sehnsucht	117	356.607571577929	Horizont	100	309.873836806815	Weite	71	257.428380343281	Licht	164	222.006426185776	Berg	118	219.714786862637	Meer	108	187.867630710653	Heimat	86	146.77673271349	Donner	31	116.824224425359	Diagnose	57	110.463734219682	Ruf	53	85.5603035357515	0.8691847728921906
Auflösung	22	3.68	2.57	29	3.79	2.80	14	4.43	3.37	9	1	341355	Aufhebung	1503	7753.49303979797	Rätsel	816	3359.20527104517	Ehe	952	3300.02243442291	Vertrag	1127	2841.05525852211	Monitor	628	2425.1533932139	Parlament	751	2420.57672227948	Kloster	669	2113.14361530251	Verband	774	2103.61074397769	Bildschirm	622	1983.29926308548	Bild	1610	1947.9953669341	0.9299483477763225
Korrektur	30	4.30	2.18	25	3.72	2.15	28	6.29	2.76	9	1	142886	Ergänzung	2193	11870.4164457191	Fehler	1099	3356.43164708345	Änderung	610	1769.69739108183	Verbesserung	363	1008.60296028238	Text	501	1003.25653379943	Möglichkeit	591	864.053203830827	Korrektur	236	853.159159506522	Anpassung	229	728.615788087111	Anregung	230	628.849656835279	Erweiterung	184	499.92343033326	0.8830592966049069
Bund	24	5.46	2.04	18	2.61	2.28	17	5.82	3.34	4	1	528840	Land	61738	280037.071770028	Umwelt	7982	37031.6146529507	Gott	2810	5254.52635655389	Zuständigkeit	1125	4993.06915703672	Vertreter	1683	4742.68438706535	Ehe	1337	4556.54720141336	Zuschuss	1151	4479.78844049812	Beteiligung	1216	3728.82218357753	Auftrag	1427	3669.19021600437	Behörde	1291	3493.26829765772	0.7946122756409139
Anspruch	27	5.74	2.16	27	4.37	2.56	23	4.26	3.12	8	1	1182306	Zeit	21907	34121.5837417389	Leistung	9173	21907.2693810905	Hilfe	9249	20740.7864977829	Kläger	5141	18034.2278684441	Erstattung	3487	17724.1845123244	Zahlung	4649	16502.6091878515	Ersatz	4337	16433.2412809889	Wirklichkeit	4497	14314.8737132657	Durchsetzung	2743	12146.3234024339	Kunde	5386	9581.24873894335	0.8900406103614534
Hammer	21	4.95	1.80	21	3.29	2.17	19	8.89	2.85	6	3	190389	Nagel	745	3661.10038472656	Säge	399	2533.65705454183	Zange	400	2368.31517702873	Hammer	288	1073.26093266613	Axt	213	1060.01034646062	Straße	515	943.992410624857	Schwert	161	484.701488529086	Schlag	164	409.342660104754	Film	346	371.609317615695	Album	209	367.920839912009	0.9498632818348982
Schauder	25	3.20	2.50	24	5.71	2.58	18	4.22	2.92	8	2	3111	Schauder	12	102.150409385923	Angst	18	51.6286215912717	Lust	10	28.4862852554805	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	0.0
Dampf	28	5.54	1.37	18	2.78	3.02	21	9.33	0.91	5	3	65299	Wasser	1018	3075.21456758273	Staub	282	1287.4964325679	Diesel	227	1030.28689923231	Minute	453	968.559318486393	Strom	288	879.573826127182	Druck	260	678.695954303642	Luft	201	464.532695724282	Erzeugung	107	439.51155782262	Lokomotive	90	392.022977386972	Geruch	104	365.836963316482	0.9445113978593597
Elan	26	7.15	2.11	26	5.46	2.61	22	5.55	3.20	4	4	13587	Schwung	309	1960.51928049083	Freude	233	966.295260749621	Begeisterung	154	784.804003766317	Spaß	187	619.937810231848	Einsatz	107	285.514122514042	Energie	86	233.692230354139	Zuversicht	42	222.431899078105	Mut	59	220.700097893315	Kraft	85	213.381210268014	Werk	47	95.1525668154113	0.9626315226684754
Fleisch	21	4.62	2.42	26	4.15	3.09	17	9.18	1.55	7	3	401582	Fisch	19283	111470.932111829	Blut	15637	86864.7787746689	Gemüse	6895	37619.1848876577	Wurst	5862	37450.3707931758	Stück	7071	25546.679179365	Milch	4367	21910.6351536682	Ei	2590	11047.8539639572	Knochen	2182	10187.8497900888	Käse	1919	9237.93790033839	Brot	1451	5424.3795006494	0.9059163063161991
Ruine	17	2.82	3.13	24	3.96	2.68	22	8.55	1.71	5	2	89705	Burg	1640	9197.69089916412	Schloss	637	2579.62731114653	Kloster	429	1745.27236949554	Stadt	776	1531.01910591569	Palast	264	1276.03836417096	Kirche	458	1045.30341768028	Haus	528	838.666913508746	Gebäude	277	651.817238044076	Turm	159	504.074992425069	Höhle	141	490.122079501897	0.960839190714467
Gremium	25	4.00	1.73	29	1.97	1.94	22	5.91	2.52	7	1	150731	Mitglied	2622	8621.87282729009	Sitzung	1058	4260.07228319308	Verband	680	2281.20902015205	Beschluss	630	2246.49954940939	Vertreter	651	1974.16790767891	Institution	573	1962.23812429136	Organ	505	1944.07373456043	Besetzung	445	1764.98687165536	Entscheidung	673	1482.86419708052	Stadt	938	1477.36321476849	0.9613457283206385
Wahnsinn	29	3.79	2.91	18	6.94	2.67	34	4.03	2.75	8	2	137355	Genie	2180	16155.3926085332	Rand	2076	10158.8481701226	Methode	704	2211.7168730747	Krieg	459	1144.10696316022	Wahnsinn	254	1086.39802564398	Berg	290	838.519766531231	Tod	323	678.034450226347	Realität	142	322.151320630793	Liebe	199	308.519765761406	Macht	150	289.090162580176	0.8908896090071383
Armee	27	3.56	3.04	18	5.17	3.17	29	7.79	2.55	5	2	319774	Polizei	3022	11012.7189065046	Einsatz	1306	2691.44756623039	Rest	978	2634.98599933484	Finsternis	549	2564.0056816602	Welt	1347	1748.81187373331	Soldat	650	1667.80258380619	Einheit	557	1230.72707285775	Abschaffung	267	923.927987292793	Punkt	710	804.00157485834	Regierung	494	803.522743776795	0.9380775181924618
Grab	26	2.77	2.25	16	4.75	3.32	28	9.29	1.15	4	2	200214	Vater	1225	3339.01275600292	Mutter	1110	2841.28580699428	Friedhof	608	2492.46772206106	Tal	466	1647.17655492793	Blume	437	1551.92620773007	König	548	1468.11632965655	Stein	462	1156.89545435763	Frau	976	1099.05079911511	Kranz	224	1069.42615635877	Grab	288	937.5901037334	0.8834206467380451
Kündigung	27	1.81	2.15	20	5.95	3.27	23	6.78	3.10	9	2	250854	Vertrag	3292	12608.1230150503	Zugang	2135	8047.07231664079	Arbeitgeber	1753	6639.42881969448	Erhalt	631	2370.72342462033	Grund	1255	2162.41546782873	Kläger	654	2037.67342428613	Ausschluss	451	1799.09409835496	Recht	820	1595.0479433041	Bestätigung	406	1420.61230877465	Ablauf	445	1126.05699917511	0.9398392026152169
Fußboden	24	5.00	1.74	26	0.81	1.74	26	8.88	1.80	8	3	49777	Wand	1139	5576.33494089332	Decke	367	1842.12894631403	Möbel	233	1065.8962353428	Fenster	240	766.59723530789	Tür	189	764.007634468751	Erdgeschoss	144	724.358553837853	Treppe	164	678.827116093735	Parkett	116	602.487094625684	Teppich	133	571.293986924256	Heizung	108	425.664292736827	0.9256619330451986
Kern	25	5.48	1.64	18	1.94	2.31	26	7.08	3.19	4	3	301847	Sache	4227	12410.2206317551	Problem	3460	7464.58510270232	Nuss	449	2034.41167496123	Geschichte	1065	1601.34529755525	Wesen	537	1447.46127428253	Doktor	969	1386.46972196127	Herr	990	1373.51233641594	Wahrheit	532	1259.87562417557	Arbeit	940	1100.5841948275	Atom	279	1029.76659892837	0.9204283875606218
Streit	28	2.46	2.28	30	6.70	3.01	21	6.24	3.46	6	2	281167	Zaun	1185	5727.88407709896	Ärger	600	2310.90173578241	Partei	907	2055.984339001	Hass	441	1614.55373376076	Konflikt	545	1410.9975978619	Eifersucht	264	1166.50024349324	Doktor	873	1155.95564226132	Anlass	411	940.426532026936	Krieg	528	896.390430800817	Gericht	462	889.566731917295	0.9517688916086767
Rat	24	7.54	1.74	22	3.73	2.64	24	4.38	3.15	3	4	557059	Tat	33738	192799.376507892	Stadt	27291	101145.542961475	Hilfe	7286	21591.9516482652	Verwaltung	3900	15290.3887928785	Mitglied	4675	12282.0812842428	Beschluss	2741	10407.1410310664	Gemeinde	3453	9395.67577245379	Kirche	3238	7807.55653787471	Sitzung	2040	7025.17490985706	Parlament	1711	6114.3115175819	0.9391077632838011
Insekt	22	3.27	2.07	17	3.88	2.96	18	8.06	2.65	6	2	100081	Vogel	2494	13524.4281385309	Pilz	1086	6027.3559400217	Reptil	670	4419.5268797295	Schnecke	557	3183.09977420112	Käfer	415	2352.16043676702	Larve	388	2282.01184698472	Schmetterling	398	2175.31654527169	Tier	810	2164.92098740122	Fisch	576	2091.1395159944	Biene	337	1630.19666778117	0.9572904362107802
Abhängigkeit	27	2.04	2.26	16	6.06	2.38	21	3.76	2.32	12	2	196776	Alkohol	434	1297.57869973749	Gefahr	522	1087.36867372548	Import	252	955.894653382209	Sucht	135	768.433654714205	Armut	262	753.182789021749	Staat	459	676.611183252642	Droge	242	675.104460975682	Beziehung	392	663.629528885927	Grad	309	648.008141020695	Angst	406	647.618273369053	0.8231061947969949
Experte	32	6.25	2.08	31	4.52	2.47	29	6.76	2.60	7	4	538784	Ansicht	3481	12350.5560775626	Meinung	4241	10552.7399514897	Einschätzung	2484	10025.908128786	Wissenschaft	2214	6709.16023325479	Sache	2619	4500.50895497014	Schätzung	999	3914.35622358171	Politiker	1412	3881.6691018121	Wissenschaftler	1246	3437.40817242258	Rat	1299	3410.56387945088	Wirtschaft	1288	2799.94828183702	0.9380526871447961
Selbständigkeit	28	7.00	3.23	24	5.04	2.58	25	4.08	2.48	15	4	102697	Unabhängigkeit	1143	6460.8944857423	Förderung	991	3896.24204660081	Selbstbestimmung	488	2670.24703047785	Freiheit	645	2233.3688110627	Erziehung	441	1791.62632077376	Beginn	606	1653.09986197506	Kind	1044	1612.45612039024	Erhalt	345	1419.55277663093	Mobilität	312	1357.43529496612	Grad	420	1347.54701898173	0.9680232736400898
Platz	24	5.13	2.29	22	3.14	2.42	21	6.48	3.14	5	1	3078799	Straße	12467	25297.0597528421	Spiel	13939	19002.9926201864	Verfügung	9034	17251.319227465	Punkt	8439	11631.1940088708	Sitz	3941	8976.9750541573	Person	7223	8148.15517337726	Kampf	4151	6168.14166859419	Tabelle	2028	3820.94649183511	Tisch	2530	3696.47360081769	Bank	3016	3511.65898276804	0.9477569789790771
Konkurs	33	2.33	2.58	24	5.71	2.91	19	6.05	3.54	7	2	25487	Firma	726	2970.86988791201	Unternehmen	462	1341.38556686653	Insolvenz	178	1006.86445343176	Eröffnung	210	1006.19958389329	Bank	245	825.56476252581	Rand	104	341.823428513758	Betrieb	122	310.298544602647	Gesellschaft	136	308.020379742584	Jahr	367	291.166359895449	Arbeitgeber	86	263.327328952165	0.9530021894027696
Submission	17	4.00	2.12	16	2.81	2.40	9	4.56	2.24	10	1	3893	Sieg	53	214.234128757821	Monster	33	173.679580774668	Film	51	144.05534338007	System	42	123.41658010115	Kampf	29	92.1588567774574	Ergebnis	24	70.2045947584731	Angebot	22	48.6215183973264	Information	19	32.9876192081052	Technik	11	24.4773114137385	Jahr	13	-7.89128492205224	0.9339238934465726
Unterwerfung	24	2.63	2.60	26	5.92	3.29	23	4.96	2.57	12	2	21447	Zeichen	238	942.891791918398	Macht	225	894.681154680307	Gehorsam	145	894.231322263986	Ausbeutung	124	696.562359663094	Anpassung	129	586.399625287101	Akt	111	564.404009919652	Eroberung	98	561.662797236577	Volk	154	507.531137965376	Herrschaft	108	474.938704175644	Frau	240	465.722905110949	0.8798015292431552
Begleitung	31	7.13	1.23	24	3.50	2.19	19	6.95	2.27	10	4	194962	Beratung	5902	28867.5975569061	Unterstützung	3903	15032.4408164522	Betreuung	2622	12033.4573771071	Kind	2348	3634.94050621149	Mensch	2240	2891.09962431657	Förderung	847	2513.65118452338	Projekt	1248	2500.78760392709	Vorbereitung	773	2435.1790667486	Frau	1577	2257.98644291189	Hilfe	841	1403.55196780017	0.9385230124465697
Bauer	20	5.35	2.21	28	1.64	1.99	27	9.30	0.99	5	3	358070	Arbeiter	3669	18295.4299177365	Fischer	1263	6967.57024582181	Frau	2422	3583.1875712777	Hirte	698	3505.7612538748	Feld	1095	2852.68142487117	Dorf	813	2064.39855204577	Bauer	680	2042.44409494876	Hof	652	1984.8619088688	Turm	570	1768.80184798561	Händler	615	1582.69173943813	0.9776407464527905
Verbrennung	30	2.30	2.38	22	6.32	3.12	19	6.58	3.42	11	2	62827	Grad	1001	4418.77354776629	Holz	622	2457.96182564017	Verletzung	399	1477.29835324916	Abfall	307	1376.64987874985	Sauerstoff	278	1307.51785203056	Haut	360	1172.37779766469	Treibstoff	164	843.540133810433	Energie	296	692.555371938492	Motor	236	657.058621042576	Stoff	217	633.450805482172	0.9545201040040816
Farbe	31	7.13	2.16	35	2.97	2.90	18	7.39	2.45	5	3	1295873	Form	35082	120450.963864208	Größe	9605	31511.2599627226	Lack	5083	24835.5023899449	Pinsel	3776	19165.8833431049	Licht	6944	19088.6166035266	Muster	4733	18484.3267768272	Material	5896	15945.6610593011	Regenbogen	2100	10931.1847254046	Geruch	1855	6453.80439762696	Duft	1797	5882.58835190217	0.9347830082207175
Verlust	23	1.04	1.87	27	7.52	2.34	18	4.50	2.85	7	2	500636	Arbeitsplatz	6970	30423.1091294281	Diebstahl	2297	11582.04798554	Schaden	2207	6175.78153418859	Heimat	1297	3831.06547500583	Datum	1936	3483.84243701796	Zerstörung	955	3410.39684052513	Höhe	1759	3364.73828627848	Risiko	1175	2616.83010899165	Glaubwürdigkeit	514	1994.19606044989	Zahn	747	1937.92295170907	0.9204866880849625
König	29	5.72	2.05	34	3.53	2.68	25	8.60	1.58	5	3	665409	Löwe	6611	37249.4157229929	König	5430	20377.0085256874	Tal	3788	16706.3294877755	Fürst	2422	11182.3548002551	Kunde	4498	10692.2995621032	Rückkehr	1884	7124.91240624668	Hof	1480	4735.64118911926	Herr	2828	4457.35371362716	Ritter	1175	4416.09806955474	Fußball	1476	4255.73190629576	0.9726488206892612
Vaterunser	25	5.04	2.49	27	3.78	3.20	31	5.65	3.06	10	1	7436	Segen	67	387.441156370424	Gebet	63	341.571956825842	Auslegung	50	274.487519417349	Wort	64	169.998310755825	Jünger	25	133.195574730306	Christ	22	77.1881770068981	Vaterunser	10	69.8083554127238	Text	25	56.7069577439087	Fassung	15	55.3496413487675	Satz	21	49.2956359377	0.890781678861652
Tabelle	29	5.59	1.99	26	1.46	1.96	22	8.86	2.14	7	3	351700	Text	2002	5085.47361579155	Spalte	1020	5014.77213735169	Platz	2028	3820.94649183511	Zeile	1021	3536.23171417794	Graphik	541	2972.6859784037	Anhang	612	2353.31534028217	Datum	1217	2178.44899094429	Tabelle	710	2145.12282346279	Statistik	621	2003.07699143455	Feld	808	1849.1141353389	0.89533958568661
Gestein	40	5.25	2.06	17	1.29	2.02	18	6.78	2.73	7	3	55331	Fossil	280	1816.4537233061	Boden	534	1729.37361673289	Erde	330	1015.31995447089	Sand	231	890.629063928977	Wasser	374	819.472716851632	Eis	186	684.674502140854	Untergrund	152	644.622582600216	Metall	153	550.68368793174	Abbau	92	334.383072543451	Entstehung	101	328.412979789869	0.8864852633539902
Gold	34	6.59	2.23	22	4.82	2.92	17	9.24	1.20	4	3	378280	Diamant	1486	8198.69494669188	Kupfer	1485	7768.07093997032	Gold	1652	5909.09489821377	Geld	2170	4062.09167135231	Gramm	981	4017.74733928205	Bronze	842	3928.18485800356	Schmuck	892	3748.80598772881	Mund	905	2728.9586468309	Metall	808	2720.10108640154	Blei	500	2225.40527813222	0.9226145410278361
Telefon	23	6.30	1.72	18	3.50	3.43	21	9.38	0.92	7	3	643504	Nummer	10033	40852.6445307643	Radio	3110	12514.7232459549	Dame	2115	6754.76027032844	Fernseher	1656	6613.34807410556	Adresse	1805	5795.77064045834	Strom	1675	4794.9717684094	Kontakt	1874	4133.92679376732	Fön	707	4133.25782089053	Computer	1443	3965.17833758396	Uhr	2402	3502.72924674087	0.928501846406293
Kenner	39	6.77	2.23	23	3.52	2.35	8	3.63	1.41	6	1	59544	Materie	2191	14363.443651185	Szene	1759	8518.4746823858	Genießer	433	3108.69035217596	Sammler	268	1384.55868065229	Serie	317	977.411515694861	Region	332	857.800037428946	Freund	361	815.386673366839	Werk	311	767.88430396404	Geschichte	385	763.789462873915	Fan	266	714.443285438019	0.9243241233693851
Aktionär	12	4.75	2.01	35	2.80	2.72	15	6.33	2.47	8	1	58815	Interesse	714	2229.34367162399	Gesellschaft	450	1218.91210456558	Unternehmen	493	1092.30134090554	Kunde	428	1049.72354608093	Aktie	247	993.974023199006	Bank	292	815.378703129682	Vorstand	213	678.568591967933	Rendite	106	436.194068528158	Anteil	155	391.357052552132	Konzern	116	376.583958811542	0.9532949778788848
Formulierung	29	5.03	1.66	35	1.77	2.39	27	4.78	3.37	12	1	168410	Text	1305	3674.53573652155	Gesetz	614	1460.84328569337	Frage	946	1169.19894031977	Ziel	552	871.616255700015	Antrag	350	741.02899577341	Satz	321	535.012405299165	Ausdruck	226	459.275605293326	Zeugnis	154	415.796953945	Wort	390	411.786434766363	Inhalt	285	407.441805110091	0.9446764810664762
Partnerschaft	39	7.41	2.51	18	6.83	2.55	26	5.96	2.92	13	4	212821	Ehe	2330	11065.8132935487	Familie	3274	9783.48487106273	Liebe	2695	9175.93269943517	Freundschaft	1210	5118.48283123621	Rahmen	1526	3918.43830109664	Beziehung	1259	3592.63252093322	Beruf	1064	3361.87747656527	Kooperation	831	2562.47856243665	Förderung	393	863.075300101193	Ziel	612	837.956378166519	0.8975549421971113
Wirtschaft	30	4.60	2.66	30	3.67	2.83	24	4.75	2.67	10	1	823364	Politik	67709	366839.876207706	Wissenschaft	29130	152154.916403169	Technologie	17714	88585.5124238895	Gesellschaft	22021	86090.1689935306	Verwaltung	11087	50138.2510865306	Kultur	12529	48681.7054087982	Technik	9572	34568.2790058442	Arbeit	12612	33352.8068536864	Bereich	9289	22201.1058334143	Industrie	5141	20323.7218572457	0.9405164544510708
Kombination	23	5.78	1.31	29	3.00	2.24	28	3.54	2.71	11	1	492323	Training	6835	29610.4490880741	Buchstabe	585	1622.60779725833	Faktor	715	1520.59537251667	Element	797	1495.13246353197	Technik	910	1471.14159031346	Medikament	690	1447.22279356671	Methode	846	1377.61339425115	Farbe	890	1204.39769340048	Verfahren	746	1108.07573828199	Material	764	1103.83937847477	0.8136407389716573
Richter	25	5.48	2.37	24	4.08	2.78	18	8.44	1.85	7	3	356468	Ansicht	1991	7024.22025813463	Herr	2534	5390.02135428538	Auffassung	1171	4199.91653763313	Doktor	2047	4050.06301675561	Entscheidung	1468	3263.95961472384	Polizist	756	2603.22122155676	Unabhängigkeit	650	2532.5386690127	Gericht	847	1976.75154115128	Politiker	693	1785.16996761612	Soldat	670	1716.93369948507	0.9029944923824329
Notwendigkeit	26	4.19	2.15	24	3.79	2.84	20	4.45	3.36	13	1	257200	Maßnahme	1208	3185.97447323815	Reform	775	2935.54283877198	Möglichkeit	1444	2738.13030318485	Zufall	650	2299.01971888288	Veränderung	843	2224.02808025484	Reich	448	1226.91008684219	Freiheit	485	1146.94489241051	Anpassung	337	1047.70810274874	Behandlung	472	958.616072117342	Bedürfnis	390	911.244707039763	0.9402323301769877
Trikot	39	5.82	1.96	34	2.06	2.09	22	7.27	3.30	6	3	87974	Hose	877	4296.07912523625	Saison	545	1678.09234851007	Ball	354	1060.8617761992	Satz	354	853.972943387081	Fahne	189	748.41720142511	Schuh	205	622.115072600763	Mannschaft	289	607.430563172653	Fußball	196	561.954453943219	Farbe	227	429.793822362121	Spiel	335	392.955198788008	0.9567454288444408
Kübel	22	4.55	1.77	22	1.59	2.34	23	8.48	1.65	5	3	18946	Topf	526	3293.26123299288	Kasten	328	2522.84867369858	Wasser	439	1522.52590872731	Balkon	91	415.730489844165	Eimer	70	362.581886360799	Ampel	39	171.637291843584	Erde	60	149.328015772642	Garten	50	125.611934857287	Schmutz	28	124.051007514043	Gefäß	29	117.394554309464	0.9209520740686162
Programm	34	5.82	1.88	27	2.22	2.21	22	5.68	3.03	8	1	2118169	Rahmen	10371	23988.6277139324	Name	9243	16355.6752941102	Start	3807	8338.82559934387	Förderung	3317	7158.17883301182	Datei	2919	5615.24308392953	Datum	3713	4176.61249763538	Projekt	3979	3933.34560528728	Ziel	3768	3827.07592822523	Funktion	2691	3655.17078361303	Information	3874	3115.37164561424	0.955890412134673
Kultur	23	7.83	2.01	26	3.85	2.82	23	4.43	2.97	6	4	1015070	Kunst	38697	190041.976753433	Religion	15301	69861.0694412431	Geschichte	21651	69576.529211667	Bildung	15077	62133.9464140313	Sprache	16329	61455.3566046299	Wissenschaft	13954	60113.7415176342	Sport	14167	59961.0798097238	Wirtschaft	12529	48681.7054087982	Politik	12520	44454.6030507522	Natur	11606	41242.8633828428	0.9441274566967385
Wurf	18	4.94	1.51	16	2.50	2.28	22	6.36	2.66	4	1	117074	Hebel	367	1840.37235818561	Wurf	306	1307.6116343271	Sprung	305	1124.08687218249	Jahr	1251	672.440850961769	Gegner	229	431.813759157625	Katze	183	387.971476847672	Stoß	89	374.194843977354	Tritt	90	347.521892734463	Schlag	113	267.416872671369	Tor	166	246.234087924842	0.9047804723536886
Totschlag	21	1.62	2.92	12	6.08	3.23	28	8.00	2.31	9	2	19968	Mord	8820	77049.100011663	Vergewaltigung	200	1264.72313044947	Beihilfe	100	585.121226740622	Verdacht	117	513.569176519357	Argument	125	463.835212553484	Diebstahl	56	254.184498739056	Gefängnis	61	241.110125531094	Gericht	81	221.407420601588	Fall	133	217.76094932102	Totschlag	36	199.857456322727	0.8298726004758574
Tod	26	1.73	2.27	19	6.63	3.58	18	8.28	2.35	3	2	1255970	Leben	37020	113964.666585238	Vater	16364	56835.4641468899	Mutter	10161	29764.0819967034	Krankheit	6584	20563.9591033065	Auferstehung	3083	15298.7629130357	Mensch	11072	13485.8751205907	Mann	7144	12138.0883786712	Kreuz	3524	12133.3406596364	Bruder	3582	9554.87814707273	Teufel	2517	9322.64936537649	0.9300973873023262
Wirklichkeit	26	6.42	1.94	28	5.29	2.54	27	3.85	3.91	12	4	412945	Traum	5503	23878.1850237959	Anspruch	4497	14314.8737132657	Wunsch	2678	7718.76317747941	Vision	1393	5531.26592211368	Abbild	909	4607.71786556327	Wahrnehmung	1246	4445.26069401878	Wahrheit	1480	4333.32628212754	Gott	2098	3606.36001508378	Wahn	558	2806.26086549348	Illusion	692	2798.45358464683	0.9557181382128558
Macht	28	3.93	2.28	18	6.78	2.46	26	5.38	2.90	5	2	700776	Geld	8175	21757.0266885845	Einfluss	5185	17903.4560217261	Gewalt	3649	11584.8228846576	Finsternis	2139	11350.1309262167	Wille	3077	10728.246218788	Wissen	3323	9761.50057730811	Gott	4462	9130.85051822053	Liebe	3305	8384.93918306931	Herrschaft	2090	8137.51955310583	Staat	3147	7305.06642528612	0.932108767742563
Schild	17	6.29	1.90	19	1.84	2.03	25	8.00	2.52	6	3	236296	Schwert	2996	16658.4671465848	Rüstung	993	5075.97639202705	Waffe	1362	4776.42524368899	Helm	893	4284.67644839326	Schild	392	1288.49593185564	Plakat	260	845.029302108769	Axt	183	814.497714399307	Wappen	196	740.841473555985	Glaube	326	671.772486128954	Aufschrift	160	647.38220303084	0.956530889003956
Reaktion	27	5.81	1.36	28	5.36	2.71	23	3.87	2.74	8	4	549287	Körper	3352	9115.13184813203	Publikum	2654	8353.20155260233	Aktion	2825	7651.98839174937	Fan	1183	2317.13599483011	Umwelt	931	2209.8092442002	Haut	774	1525.66316555393	Zuschauer	735	1411.23276199299	Sauerstoff	433	1340.34563087371	Leser	656	1110.68732790662	Gehirn	436	984.742060141463	0.9102289479634063
Po	32	6.56	1.97	20	6.95	2.56	19	8.79	1.93	2	4	15717	Bein	150	621.739580234058	Bauch	79	349.408100046755	Baby	68	273.680664384782	Finger	43	140.371439529546	Busen	20	109.261834106851	Brust	25	82.6833322494417	Po	12	65.8828168190726	Hand	45	63.3095529344183	Frau	58	58.5475634099203	Fell	16	55.8838616198801	0.9553854478944535
Pegel	22	4.95	1.36	18	3.00	2.20	28	6.57	2.75	5	1	28731	Fluss	171	686.279505567256	Frequenz	81	332.200722363517	Signal	83	275.898681440013	Meter	114	270.016911491179	Ausgang	42	135.062528152341	Bass	34	129.10910395288	Abfluss	23	109.846363711121	Bach	25	87.9073011048453	See	37	72.1017259374514	Kanal	27	64.246250876235	0.9267928073356018
Ausübung	18	6.22	2.05	30	1.97	2.25	30	3.90	2.45	8	1	84966	Beruf	4203	23118.731981345	Tätigkeit	3814	19986.5403484061	Amt	1928	9215.30601051846	Gewalt	1401	5963.25280420059	Recht	1489	5449.0864100098	Religion	1201	5370.19413497221	Sport	1106	4570.76230969926	Macht	970	3889.3475603207	Befugnis	591	3652.34941191954	Gewerbe	617	3366.6772516842	0.950493634441745
Misshandlung	32	1.63	2.88	29	7.79	2.77	25	5.72	2.72	12	2	31692	Kind	1127	2962.40428849461	Vergewaltigung	437	2865.79479848515	Folge	514	1674.00551488295	Gewalt	424	1658.81010883668	Ausbeutung	158	834.698556190362	Verhaftung	141	800.008929561031	Tier	272	709.353859828601	Erniedrigung	96	635.975335646089	Mord	152	627.377013202705	Schlag	156	600.7328039854	0.8791680019554402
Lichtanlage	20	4.60	1.50	27	2.41	2.65	24	7.21	2.90	11	3	5316	Gepäckträger	28	216.067760201841	Fahrrad	41	185.988499765741	Ton	34	131.886756555131	Auto	32	79.7566559661214	Verfügung	30	78.2881134439631	Rad	22	78.2487488773177	Musik	27	61.6118827080535	Fahrzeug	21	54.7935475480863	Scheinwerfer	11	52.7316575675172	Ausfall	11	42.9408349457043	0.9311003046711299
